conversation_id,speaker,turn,text,label
C136,victim,4,Which post office? My nearest one?,0
C136,attacker,5,Yes your area post office. Bring your ID.,0
C136,victim,6,I'll collect it tomorrow. Thank you.,0
C137,attacker,1,Madam your online grocery order has been delivered.,0
C137,victim,2,Thank you. It was left at the door.,0
C137,attacker,3,Great. Hope everything was as expected.,0
C137,victim,4,Yes everything was fine.,0
C137,attacker,5,Please rate us on the app when you get a chance.,0
C137,victim,6,Sure. Bye.,0
C138,attacker,1,Hello sir this is about the EMI for your two-wheeler.,0
C138,victim,2,Yes it should be auto-debited on the 5th.,0
C138,attacker,3,Sir there was a technical error. Please pay manually this month.,0
C138,victim,4,I'll log in to the finance company's app and pay there directly.,0
C138,attacker,5,Sure sir. That works fine.,0
C138,victim,6,Thank you for the heads up.,0
C139,attacker,1,Hi this is from the sports club. Summer camp registrations open.,0
C139,victim,2,My son has been asking about it. What are the timings?,0
C139,attacker,3,Monday to Saturday 7 to 9 AM. Age group 8 to 14.,0
C139,victim,4,He is 10. Can we register online?,0
C139,attacker,5,Yes registration link is on our website. Deadline is this Friday.,0
C139,victim,6,Great. I'll register today. Thank you.,0
C140,attacker,1,Sir the flat painting work is complete.,0
C140,victim,2,How did it turn out?,0
C140,attacker,3,Very neat work. Please come and do a final inspection.,0
C140,victim,4,I'll come by tomorrow evening.,0
C140,attacker,5,We'll be here. See you then.,0
C140,victim,6,Perfect. Thank you.,0
C141,attacker,1,Aapka gas cylinder delivery aaj nahi hoga. Kal aayega.,0
C141,victim,2,Okay theek hai. Kal kitne baje?,0
C141,attacker,3,Subah 10 baje se dopahar 1 baje ke beech.,0
C141,victim,4,Theek hai. Koi ghar pe rahega.,0
C141,attacker,5,Shukriya.,0
C141,victim,6,Theek hai bye.,0
C142,attacker,1,Hello sir this is from the cancer awareness foundation.,0
C142,victim,2,"Yes, what is it about?",0
C142,attacker,3,We are organizing a free health camp in your area next Sunday.,0
C142,victim,4,That sounds good. What tests are covered?,0
C142,attacker,5,"Blood sugar, BP, and basic cancer screening. All free.",0
C142,victim,6,I'll definitely attend. Thank you.,0
C143,attacker,1,Sir your car loan closure certificate is ready.,0
C143,victim,2,Finally! Where do I collect it?,0
C143,attacker,3,From our nearest branch. Bring your ID and loan account number.,0
C143,victim,4,I'll come in this week.,0
C143,attacker,5,It'll be ready at the documents counter.,0
C143,victim,6,Great. Thank you.,0
C144,attacker,1,Hello madam the tailor called. Your blouse is ready.,0
C144,victim,2,Oh good. I'll pick it up today evening.,0
C144,attacker,3,Shop closes at 8 PM.,0
C144,victim,4,I'll be there by 7.,0
C144,attacker,5,They'll be waiting.,0
C144,victim,6,Thank you for letting me know.,0
C145,attacker,1,Bhai aaj dinner plan hai kya?,0
C145,victim,2,Nahi kuch special. Ghar pe hi khaunga.,0
C145,attacker,3,Chal bahar chalte hain. Naya dhaba khula hai paas mein.,0
C145,victim,4,Theek hai chal. 8 baje chalte hain?,0
C145,attacker,5,Haan 8 baje theek hai.,0
C145,victim,6,Done. See you.,0
C146,attacker,1,Sir your property registration is scheduled for next Monday.,0
C146,victim,2,Yes we are ready. What time?,0
C146,attacker,3,11 AM at the sub-registrar office. Bring all original documents.,0
C146,victim,4,We'll be there. Is there anything specific we should bring?,0
C146,attacker,5,"Sale deed, ID proofs of both parties, and the challan receipt.",0
C146,victim,6,We have everything. Thank you.,0
C147,attacker,1,Hello sir this is from the education loan department.,0
C147,victim,2,Yes I had applied for my daughter's education loan.,0
C147,attacker,3,Sir it has been approved. Rs 5 lakh sanctioned.,0
C147,victim,4,That's wonderful news! What are the next steps?,0
C147,attacker,5,Please come to the branch with documents by end of week.,0
C147,victim,6,We'll be there Thursday. Thank you so much.,0
C148,attacker,1,Sir aapke iss account se ek crore ka suspicious transaction hua hai aur aap immediately cooperate nahi kiye toh arrested hoga.,1
C148,victim,2,Yeh galat hai. Main innocent hoon.,1
C148,attacker,3,Sir hamare paas court order hai. Abhi Rs 2 lakh bharo warna officers aayenge.,1
C148,victim,4,Okay okay please mat aao. Main bhej raha hoon.,1
C148,attacker,5,Jaldi karo. Sirf 15 minute hain.,1
C148,victim,6,Bhej raha hoon. OTP bhi share karta hoon 445566. Please help.,1
C149,attacker,1,This is the DCP cybercell. Final warning before arrest warrant.,1
C149,victim,2,Please don't arrest me. I've done nothing wrong.,1
C149,attacker,3,Sir then cooperate. Pay Rs 1 lakh security bond immediately.,1
C149,victim,4,Okay okay I'm paying now. Please don't send officers.,1
C149,attacker,5,Also share your bank login for verification.,1
C149,victim,6,Username admin99 password Bank#2024. Please I trust you.,1
C150,attacker,1,Madam yeh aakhri call hai. Iske baad warrant execute hoga.,1
C150,victim,2,Please nahi. Main kya karun?,1
C150,attacker,3,Abhi Rs 75000 transfer karo. Account number bhej raha hoon.,1
C150,victim,4,Theek hai kar rahi hoon. Mujhe arrest nahi hona.,1
C150,attacker,5,Jaldi karo. Time kam hai.,1
C150,victim,6,Bhej diya. UTR 98765432101. Please mujhe bachao.,1
C151,attacker,1,Sir ek last chance hai. Abhi cooperate nahi kiya toh ghar pe raid hogi.,1
C151,victim,2,Meri family ghar pe hai. Please mat aao.,1
C151,attacker,3,Toh abhi Rs 40000 transfer karo. Family safe rahegi.,1
C151,victim,4,Kar raha hoon. Meri family ko mat involve karo.,1
C151,attacker,5,Jaldi. Aur apna bank password bhi batao verification ke liye.,1
C151,victim,6,Password hai Mybank@999. Transfer bhi kar diya. Please family ko mat pakdo.,1
C152,attacker,1,This is from the Prime Minister office cybercell. National emergency case.,1
C152,victim,2,PM office? This sounds very serious.,1
C152,attacker,3,Sir your phone was used in a national security breach. Cooperate immediately.,1
C152,victim,4,What do you need from me? I want to help.,1
C152,attacker,5,Pay Rs 50000 as security clearance and share your location.,1
C152,victim,6,Paying now. My location is Banjara Hills Hyderabad. Please handle this.,1
C153,attacker,1,Sir is matter mein aapki beti ka naam bhi aa sakta hai agar aapne cooperate nahi kiya.,1
C153,victim,2,Meri beti ko mat involve karo. Main kar deta hoon sab kuch.,1
C153,attacker,3,Toh abhi Rs 60000 transfer karo aur apna Aadhaar details share karo.,1
C153,victim,4,Aadhaar hai 2345 6789 0123 aur Rs 60000 bhej raha hoon. Beti ko bachao.,1
C154,attacker,1,Hello sir your social media account is being used for cyberbullying.,1
C154,victim,2,That's impossible. I barely use social media.,1
C154,attacker,3,Sir someone hacked your account. Pay Rs 5000 to file counter report.,1
C154,victim,4,I'll recover my account myself and report to the platform. Goodbye.,1
C155,attacker,1,Sir aapka naam ek land grabbing case mein aaya hai.,1
C155,victim,2,Main koi zameen kharidne ya bechne ki soch bhi nahi raha.,1
C155,attacker,3,Sir kisi ne aapki ID use ki hai. Cooperate karo.,1
C155,victim,4,Main revenue department mein directly jaata hoon verify karne.,1
C155,attacker,5,Sir time nahi hai. Rs 25000 settlement karo.,1
C155,victim,6,Nahi. Official channel se hi karunga. Fraud hai yeh.,1
C156,attacker,1,Hello this is from the digital safe locker company you subscribed to.,0
C156,victim,2,Yes I subscribed last month.,0
C156,attacker,3,Your locker is set up and documents have been uploaded.,0
C156,victim,4,Great. How do I access them?,0
C156,attacker,5,Just log in to the app with your registered email.,0
C156,victim,6,I'll check now. Thank you.,0
C157,attacker,1,Sir this is from the eye clinic. Your glasses are ready.,0
C157,victim,2,Oh good. Was wondering when they'd be done.,0
C157,attacker,3,They came out really well. You can collect any time.,0
C157,victim,4,I'll come in this afternoon.,0
C157,attacker,5,We're open till 7 PM.,0
C157,victim,6,Perfect. See you then.,0
C158,attacker,1,Hello is this Kavitha? Calling about the painting class.,0
C158,victim,2,Yes I had inquired about joining.,0
C158,attacker,3,We have a new batch starting this Saturday. Interested?,0
C158,victim,4,Yes that works. What is the fee?,0
C158,attacker,5,Rs 2000 per month. First class is free.,0
C158,victim,6,I'll come Saturday to try. Thank you.,0
C159,attacker,1,Dada ji kaise hain aap? Main Mohan bol raha hoon pados se.,0
C159,victim,2,Mohan beta. Theek hoon. Kab aoge milne?,0
C159,attacker,3,Kal aa jaunga. Kuch kaam bhi tha. Aapki market se kuch laana tha.,0
C159,victim,4,Zaroor aao. Chai pi ke jaana.,0
C159,attacker,5,Zaroor dada ji.,0
C159,victim,6,Theek hai beta. Kal milte hain.,0
C160,attacker,1,Hello sir this is from the apartment maintenance team.,0
C160,victim,2,"Yes, what is it?",0
C160,attacker,3,Elevator inspection is scheduled for tomorrow from 10 to 12.,0
C160,victim,4,Okay we'll use the stairs. Thanks for informing.,0
C160,attacker,5,Sorry for the inconvenience.,0
C160,victim,6,No worries. Thank you.,0
C161,attacker,1,Sir aapke ghar ki water supply kal band rahegi maintenance ke liye.,0
C161,victim,2,Kitni der ke liye?,0
C161,attacker,3,Subah 9 se dopahar 1 baje tak.,0
C161,victim,4,Theek hai. Hum pani store kar lenge.,0
C161,attacker,5,Shukriya sir.,0
C161,victim,6,Theek hai bye.,0
C162,attacker,1,Hello this is from the digital newspaper. Your subscription expires tomorrow.,0
C162,victim,2,I'll renew it online myself. Thank you for the reminder.,0
C162,attacker,3,Of course. The link is in your registered email.,0
C162,victim,4,Perfect. I'll renew shortly.,0
C162,attacker,5,Have a good day.,0
C162,victim,6,You too. Bye.,0
C163,attacker,1,Sir aapka beta ek college ragging incident mein involved hai aur arrested hoga.,1
C163,victim,2,Mera beta kisi ragging mein nahi karta. Yeh sach nahi hai.,1
C163,attacker,3,Sir hamare paas video evidence hai. Abhi settle karo.,1
C163,victim,4,Main seedha college principal ko call karta hoon verify karne.,1
C163,attacker,5,Sir college ko mat batao. Rs 35000 settlement.,1
C163,victim,6,Nahi. Principal ko call kar raha hoon abhi. Fraud hai yeh.,1
C164,attacker,1,This is from the social security office. Your benefits are on hold.,1
C164,victim,2,Why are they on hold? I have submitted all documents.,1
C164,attacker,3,Sir there is a pending verification. Share your bank OTP to release.,1
C164,victim,4,Government offices never ask for OTP. This is a scam.,1
C164,attacker,5,Sir please cooperate. It's for your benefit.,1
C164,victim,6,I'm visiting the office myself tomorrow. Reporting this call. Goodbye.,1
C165,attacker,1,Madam aapke husband ne ek insurance fraud kiya hai.,1
C165,victim,2,Yeh bilkul galat hai. Mere husband bahut honest hain.,1
C165,attacker,3,Madam records hamare paas hain. Dono ko cooperate karna hoga.,1
C165,victim,4,Main abhi police station jaati hoon complaint karne.,1
C165,attacker,5,Police mat jao. Rs 40000 do. Quietly settle karte hain.,1
C165,victim,6,Nahi. Police hi jayenge. Aap fraud hain.,1
C166,attacker,1,Sir this is the cybercrime prevention unit. Warning about your account.,1
C166,victim,2,What kind of warning?,1
C166,attacker,3,Your account is about to be used for money laundering by hackers.,1
C166,victim,4,I should contact my bank directly about this.,1
C166,attacker,5,Sir bank will freeze your account. We can protect it. Pay Rs 5000.,1
C166,victim,6,Banks protect accounts for free. This is a scam. Reporting now.,1
C167,attacker,1,Hello sir aapka naam ek fake share market tips group mein hai.,1
C167,victim,2,Main kisi aise group ka hissa nahi hoon.,1
C167,attacker,3,Sir aapka number wahan hai. SEBI ne notice kiya hai.,1
C167,victim,4,Main SEBI SCORES portal pe verify karunga. Goodbye.,1
C168,attacker,1,Madam your property tax has been doubled due to illegal construction.,1
C168,victim,2,We have no illegal construction. Everything is within limits.,1
C168,attacker,3,Madam our records show otherwise. Pay the differential immediately.,1
C168,victim,4,I'll visit the municipal office with documents to contest this.,1
C168,attacker,5,That will take months. Pay Rs 30000 now to settle.,1
C168,victim,6,No. I'll go through official channels. Goodbye.,1
C169,attacker,1,Sir aapke ghar ka WiFi ek terrorist cell ke communication mein use hua.,1
C169,victim,2,Yeh bilkul impossible hai.,1
C169,attacker,3,Sir records hamare paas hain. Cooperate karo warna NIA aayegi.,1
C169,victim,4,Main NIA ki official website se helpline number loonga aur call karunga.,1
C169,victim,4,Aap fraud lagte hain. Phone rakh raha hoon.,1
C170,attacker,1,This is from the digital arrest task force. You are under surveillance.,1
C170,victim,2,Digital arrest is not a real legal concept.,1
C170,attacker,3,Sir it is new legislation. Cooperate or consequences will follow.,1
C170,victim,4,No such law exists in India. I am reporting this number. Goodbye.,1
C171,attacker,1,Hello sir we are offering a free upgrade to your broadband plan.,0
C171,victim,2,Oh that sounds good. What does the upgrade include?,0
C171,attacker,3,Double the speed at the same price. Valid for existing customers.,0
C171,victim,4,That's great. How do I activate it?,0
C171,attacker,5,It will be automatically activated in 24 hours. No action needed.,0
C171,victim,6,Wonderful. Thank you.,0
C172,attacker,1,Madam aapki society mein painting work shuru hoga kal se.,0
C172,victim,2,Oh achha. Kitne din lagenge?,0
C172,attacker,3,3 din. Aapke flat ke bahar kaam hoga.,0
C172,victim,4,Theek hai. Koi problem nahi.,0
C172,attacker,5,Shukriya madam.,0
C172,victim,6,Theek hai.,0
C173,attacker,1,Sir this is the orthopedic clinic. Your physiotherapy report is ready.,0
C173,victim,2,Please send it to my email.,0
C173,attacker,3,Certainly sir. What is your registered email?,0
C173,victim,4,It's my name at gmail dot com.,0
C173,attacker,5,I'll send it right away.,0
C173,victim,6,Thank you doctor.,0
C174,attacker,1,Hello this is about the cricket coaching camp your son registered for.,0
C174,victim,2,Yes he is very excited about it.,0
C174,attacker,3,Camp starts Monday. Please bring his kit and water bottle.,0
C174,victim,4,He'll be ready. What time should he report?,0
C174,attacker,5,7 AM sharp at the ground.,0
C174,victim,6,We'll be there. Thank you.,0
C175,attacker,1,Sir main aapka phone operator bol raha hoon. KYC update needed.,1
C175,victim,2,KYC? How do I do it?,1
C175,attacker,3,Sir share your Aadhaar number and the OTP we send to verify.,1
C175,victim,4,Operators never verify KYC this way. This is a scam.,1
C175,attacker,5,Sir if not done in 2 hours SIM will block.,1
C175,victim,6,Block it. I'll go to the store physically. Fraud call. Bye.,1
C176,attacker,1,Sir your name is in a list of defaulters for a cooperative society.,1
C176,victim,2,I am not a member of any cooperative society.,1
C176,attacker,3,Sir records show you are. Pay the defaulted amount of Rs 20000.,1
C176,victim,4,I'll verify this from the cooperative registrar office.,1
C176,attacker,5,That will take weeks. Pay now to avoid legal action.,1
C176,victim,6,Official channels only. Fraud call. Goodbye.,1
C177,attacker,1,Hello this is your old classmate Priya. Remember me?,0
C177,victim,2,Priya! Oh my goodness. How are you?,0
C177,attacker,3,I'm doing great. Just moved back to the city. Would love to catch up.,0
C177,victim,4,Absolutely! Let's plan a coffee soon.,0
C177,attacker,5,This weekend maybe? Saturday afternoon?,0
C177,victim,6,Saturday works perfectly. Let's meet at CCD near the mall.,0
C178,attacker,1,Sir the furniture you ordered has arrived at the warehouse.,0
C178,victim,2,Great. When can it be delivered?,0
C178,attacker,3,Tomorrow or day after. What works for you?,0
C178,victim,4,Tomorrow afternoon between 2 and 5 would be perfect.,0
C178,attacker,5,Noted. Our team will be there.,0
C178,victim,6,Thank you.,0
C179,attacker,1,Madam aapka yoga class timing change hua hai.,0
C179,victim,2,Oh. New timing kya hai?,0
C179,attacker,3,Ab 7 baje ki jagah 6:30 baje hoga subah.,0
C179,victim,4,Theek hai. Kal se 6:30 aaungi.,0
C179,attacker,5,Shukriya madam.,0
C179,victim,6,Theek hai. Bye.,0
C180,attacker,1,Sir this is from the park authority. Annual park maintenance fee is due.,0
C180,victim,2,The fee is collected at the gate. I'll pay when I visit.,0
C180,attacker,3,Yes of course. Just a courtesy reminder.,0
C180,victim,4,Thank you for informing.,0
C180,attacker,5,Have a good day.,0
C180,victim,6,You too. Goodbye.,0
C181,attacker,1,Sir this is from the cyber department. We detected unusual activity.,1
C181,victim,2,What kind of activity? Can you be more specific?,1
C181,attacker,3,Sir your number was used in a complaint. We need verification.,1
C181,victim,4,I'm not sure about this. Can you give me a case number?,1
C181,attacker,5,Case number CY-2024-88721. Cooperate or we escalate.,1
C181,victim,6,Let me note that down. I'll call the cyber department to verify.,1
C181,attacker,7,Sir don't call. This is a sealed matter. Pay Rs 10000 now.,1
C181,victim,8,I'm not comfortable paying without verification. I'll verify first.,1
C182,attacker,1,Aapke account mein kuch suspicious activity detect hui hai.,1
C182,victim,2,Kaisi activity? Mera account toh normal hai.,1
C182,attacker,3,Sir hum details nahi de sakte. Bas cooperate karo.,1
C182,victim,4,Bina details ke main kaise trust karun aapko?,1
C182,attacker,5,Sir yeh confidential matter hai. Rs 5000 pay karo.,1
C182,victim,6,Main apne bank jaata hoon verify karne. Phone rakhta hoon.,1
C183,attacker,1,This is regarding your recent online transaction. We need to verify.,1
C183,victim,2,Which transaction? I make many transactions.,1
C183,attacker,3,The one on 15th. Share your OTP for verification.,1
C183,victim,4,I don't share OTP with anyone. Which bank are you from?,1
C183,attacker,5,Sir I am from the fraud prevention team. Trust me.,1
C183,victim,6,Fraud teams don't ask for OTP. Reporting this call.,1
C184,attacker,1,Sir aapko pata hai aapke naam pe kya ho raha hai?,1
C184,victim,2,Kya ho raha hai? Batao.,1
C184,attacker,3,Ek serious case hai. Aapko cooperate karna hoga.,1
C184,victim,4,Kaunsa case? Kya charges hain?,1
C184,attacker,5,Financial fraud. Rs 30000 pay karo settle karne ke liye.,1
C184,victim,6,Bina proper notice ke main kuch nahi karunga. Bye.,1
C185,attacker,1,Hello we are verifying accounts linked to fraud.,1
C185,victim,2,Okay what do you need?,1
C185,attacker,3,Just your account number and date of birth for verification.,1
C185,victim,4,Why do you need my date of birth for account verification?,1
C185,attacker,5,Standard procedure sir. Takes 2 minutes.,1
C185,victim,6,Banks don't verify this way. Who is this really?,1
C186,attacker,1,Sir aap ek WhatsApp scam ke involuntary participant ban gaye hain.,1
C186,victim,2,Kya matlab? Main kaise involuntary participant ban sakta hoon?,1
C186,attacker,3,Kisi ne aapki ID use ki. Abhi settle karna hoga.,1
C186,victim,4,Theek hai. Kitna pay karna hai?,1
C186,attacker,5,Rs 15000. Abhi transfer karo.,1
C186,victim,6,Okay kar deta hoon. Account number do.,1
C186,attacker,7,Transfer karo aur screenshot bhejo.,1
C186,victim,8,Bhej diya. Please mera naam clear karo.,1
C187,attacker,1,This is a warning call. Your account will be blocked.,1
C187,victim,2,Why will it be blocked?,1
C187,attacker,3,Suspicious transactions detected. Pay verification fee.,1
C187,victim,4,Okay how much and where?,1
C187,attacker,5,Rs 2000 to this UPI. Do it now.,1
C187,victim,6,Done paid. Will it be unblocked now?,1
C188,attacker,1,Sir your driving license has a pending penalty.,1
C188,victim,2,I haven't received any challan.,1
C188,attacker,3,It's from 3 months ago. Pay Rs 500 or license gets suspended.,1
C188,victim,4,I'll check on the traffic police portal myself.,1
C188,attacker,5,Sir portal takes time. Pay now on call.,1
C188,victim,6,I'll check officially. If valid I'll pay there. Bye.,1
C189,attacker,1,Madam ek urgent verification call hai aapke liye.,1
C189,victim,2,Kya verify karna hai?,1
C189,attacker,3,Aapka account details. OTP share karo.,1
C189,victim,4,OTP share nahi karti main kabhi. Yeh fraud call hai.,1
C190,attacker,1,Sir aapka PAN card misuse hua hai online.,1
C190,victim,2,Oh no. Kya karna chahiye mujhe?,1
C190,attacker,3,Rs 3000 pay karo. Hum PAN freeze kar denge.,1
C190,victim,4,PAN freeze NSDL karta hai free mein. Aap fraud hain.,1
C191,attacker,1,Hello this is a reminder for your upcoming appointment.,0
C191,victim,2,Which appointment?,0
C191,attacker,3,Your annual health checkup at City Hospital this Thursday.,0
C191,victim,4,"Oh yes, I had forgotten. What time?",0
C191,attacker,5,10 AM. Please bring any previous reports.,0
C191,victim,6,Thank you for reminding. I'll be there.,0
C192,attacker,1,Sir this is from the water department. Bill correction notice.,0
C192,victim,2,Okay what is the correction?,0
C192,attacker,3,We overcharged you last month. A credit has been applied.,0
C192,victim,4,Oh that's good. How will I see the credit?,0
C192,attacker,5,It will show in next month's bill.,0
C192,victim,6,Thank you for informing.,0
C193,attacker,1,Hello madam your child's school event is this Friday.,0
C193,victim,2,Yes I was aware. What time does it start?,0
C193,attacker,3,3 PM. Parents are requested to arrive by 2:45.,0
C193,victim,4,We'll be there. Thank you.,0
C193,attacker,5,See you Friday.,0
C193,victim,6,Looking forward to it.,0
C194,attacker,1,Sir is this the right number for the plumber?,0
C194,victim,2,No I think you have the wrong number.,0
C194,attacker,3,Oh sorry for disturbing.,0
C194,victim,4,No problem.,0
C195,attacker,1,Hello this is your building's new security guard.,0
C195,victim,2,Oh hello. When did you join?,0
C195,attacker,3,Yesterday sir. Just calling all residents to introduce myself.,0
C195,victim,4,Welcome. My flat is 301.,0
C195,attacker,5,Thank you sir. Please let me know if you need anything.,0
C195,victim,6,Sure. Thank you.,0
C196,attacker,1,Sir aapka naam ek financial fraud list mein mila hai lekin aap innocent lag rahe hain.,1
C196,victim,2,Fraud list? Main kuch samjha nahi.,1
C196,attacker,3,Sir kisi ne aapka naam diya hai. Hum protect karna chahte hain.,1
C196,victim,4,Protect karna chahte hain toh proper notice bhejo.,1
C196,attacker,5,Notice mein time lagta hai. Abhi Rs 20000 pay karo as security.,1
C196,victim,6,Nahi. Notice ka wait karunga. Goodbye.,1
C197,attacker,1,This is from the court. You have a pending hearing tomorrow.,1
C197,victim,2,I have no pending cases. There must be a mistake.,1
C197,attacker,3,Sir the case was filed yesterday. Pay Rs 5000 to get extension.,1
C197,victim,4,Courts don't call and ask for money. Reporting this.,1
C198,attacker,1,Sir hum aapki help karne ki koshish kar rahe hain.,1
C198,victim,2,Kaise help karoge? Pehle batao kaun ho tum.,1
C198,attacker,3,Main officer Rawat hoon. Aapka case hamare paas hai.,1
C198,victim,4,Kaunsa case? Koi formal notice nahi aaya mujhe.,1
C198,attacker,5,Sir notice baad mein aayega. Pehle Rs 10000 pay karo.,1
C198,victim,6,Notice ke bina kuch nahi karunga. Bye.,1
C199,attacker,1,Aapke naam pe ek property ka illegal transfer hua hai.,1
C199,victim,2,Meri koi property nahi hai jo transfer ho sake.,1
C199,attacker,3,Sir land records mein aapka naam hai. Verify karo humare saath.,1
C199,victim,4,Main tehsildar office jaata hoon seedha.,1
C199,attacker,5,Sir time lagega. Rs 15000 do abhi.,1
C199,victim,6,Nahi. Official channel hi use karunga. Fraud call.,1
C200,attacker,1,This is about your recent job application. You have been shortlisted.,0
C200,victim,2,Oh wonderful! Which company is this?,0
C200,attacker,3,ABC Technologies. Interview is next week.,0
C200,victim,4,That's great news. I applied through the portal.,0
C200,attacker,5,Yes we found your profile. HR will send you the details.,0
C200,victim,6,Thank you so much!,0
C201,attacker,1,"Hello, am I speaking with Mr. Anil Verma? This is Sunita calling from HDFC Bank's KYC compliance team.",0
C201,victim,2,"Yes, this is Anil. What is this about?",0
C201,attacker,3,"Sir, as per RBI guidelines, we need to update your KYC documents before the 31st of this month. Your account may be restricted if we don't complete this process.",0
C201,victim,4,"Okay, what documents do you need?",0
C201,attacker,5,"Sir, we need a copy of your PAN card and Aadhaar. You can upload them through our official net banking portal or visit the nearest branch. Do NOT share these documents on this call.",0
C201,victim,6,"Alright, I'll visit the branch. Which branch should I go to?",0
C201,attacker,7,"Any HDFC branch near you, sir. For Pune residents the Aundh branch is open from 9:30 to 4. Please carry the originals.",0
C201,victim,8,"Got it, I'll go tomorrow. Will there be any issue if I go a day after?",0
C201,attacker,9,"No sir, you have until the 31st. Just ensure it's done before month end. You'll receive an SMS confirmation once KYC is updated.",0
C201,victim,10,Okay thank you.,0
C202,attacker,1,"Good morning, is this Ms. Kavitha? I'm calling from SBI's fraud prevention unit.",0
C202,victim,2,"Yes, speaking. Fraud prevention?",0
C202,attacker,3,"Ma'am, our system has flagged an unusual transaction attempt of Rs 45,000 on your account from a new device. Did you authorise this?",0
C202,victim,4,No! I didn't do any transaction like that.,0
C202,attacker,5,As expected. We've already placed a temporary hold on that transaction. Your money is safe.,0
C202,victim,6,Oh thank god. What happens now?,0
C202,attacker,7,We're blocking the suspicious device. You don't need to do anything on this call. Please log in to SBI's official app or website and change your password as a precaution.,0
C202,victim,8,Should I give you my OTP or password to verify?,0
C202,attacker,9,"Absolutely not, ma'am. SBI will never ask for your OTP, password, or PIN on any call. Please do not share these with anyone, including us.",0
C202,victim,10,"Okay, yes I remember seeing that message. I'll change my password right now.",0
C202,attacker,11,That's great. You'll receive a case reference number by SMS. Keep it for your records.,0
C202,victim,12,Thank you so much.,0
C203,attacker,1,"Hi, this is Rohan from Axis Bank calling regarding your home loan application. Am I speaking with Mr. Deepak?",0
C203,victim,2,"Yes, Deepak here.",0
C203,attacker,3,"Sir, your loan application is in the final stages. We need to complete your KYC verification today, otherwise the file will be returned and you'll have to start the process again.",0
C203,victim,4,Today? That's very short notice. What do you need?,0
C203,attacker,5,"Sir, you just need to visit our Baner branch and bring your PAN, Aadhaar, and last 3 months' salary slips. The whole process takes about 30 minutes.",0
C203,victim,6,Can't I do it online?,0
C203,attacker,7,"For home loans above Rs 25 lakh, physical KYC is mandatory as per RBI norms. The branch closes at 5 today.",0
C203,victim,8,Okay I can try to go by 3. Should I call ahead?,0
C203,attacker,9,"Yes please, ask for the home loan desk. The number is on our official website, axisbank.com. I'm also sending an SMS with the branch address.",0
C203,victim,10,"Fine, I'll go. But you're not asking me to pay anything right now, correct?",0
C203,attacker,11,"Correct, sir. No payment on this call or before physical verification. Any charges will be communicated in writing.",0
C203,victim,12,"Okay, thank you.",0
C204,attacker,1,"Hello, Ms. Nisha? This is Priya from ICICI Bank priority banking. I'm calling about your FD renewal.",0
C204,victim,2,"Yes, my FD was maturing this week.",0
C204,attacker,3,"That's right. It matured yesterday and is sitting in your savings account now. Would you like to renew it, or shall we keep it in the savings?",0
C204,victim,4,I'd like to renew. What are the current rates?,0
C204,attacker,5,For a 1-year FD right now we're offering 7.1%. For 2 years it's 7.25%. These rates are valid only till this Friday as the RBI review is next week.,0
C204,victim,6,"Okay, 2 years at 7.25% sounds good. How do I proceed?",0
C204,attacker,7,"You can do it yourself in 2 minutes on the iMobile app under Fixed Deposits. Or if you prefer, visit the branch with your original FD receipt.",0
C204,victim,8,I'll do it on the app. Can you walk me through?,0
C204,attacker,9,"Of course. Open iMobile, go to Accounts, then Deposits, then Renew FD. You'll see your matured FD listed there.",0
C204,victim,10,"Got it, I can see it. I'll complete it now.",0
C204,attacker,11,Perfect. You'll get an email confirmation immediately. Anything else I can help with?,0
C205,attacker,1,"Hello, is this Mr. Suresh? Calling from Kotak Mahindra Bank's compliance department.",0
C205,victim,2,Yes.,0
C205,attacker,3,"Sir, as per new SEBI regulations, all demat account holders need to complete a re-KYC process by this month. Your trading account may be suspended otherwise.",0
C205,victim,4,I got an email about this too. What do I need to do?,0
C205,attacker,5,Sir please log in to our official website kotak.com and go to the KYC update section. You'll need to upload your PAN and a recent address proof.,0
C205,victim,6,Can I use my driving licence as address proof?,0
C205,attacker,7,"Yes sir, driving licence is acceptable. Make sure the scan is clear and the document is not expired.",0
C205,victim,8,"Okay. And after I upload, how long does it take?",0
C205,attacker,9,Typically 2-3 working days. You'll get an SMS and email once it's approved.,0
C205,victim,10,"Fine, I'll do it tonight. You don't need any details from me on this call?",0
C205,attacker,11,"No sir, we never collect sensitive information on calls. Everything is done through our secure portal.",0
C205,victim,12,Good. Thanks.,0
C206,attacker,1,"Hello, is this the family of patient Mr. Ramesh Gupta? I'm calling from Ruby Hall Clinic, ICU desk.",0
C206,victim,2,"Yes, I'm his son. What happened? Is he okay?",0
C206,attacker,3,"Sir, please stay calm. Your father is stable but we need you to come to the hospital immediately. He needs to go into surgery within the next 2 hours.",0
C206,victim,4,Surgery? What kind of surgery? I'm 40 minutes away.,0
C206,attacker,5,"It's an emergency angioplasty, sir. The cardiologist has explained everything to your mother who is here. Please come as soon as you can and bring any other family members.",0
C206,victim,6,Is there anything I need to bring? Money?,0
C206,attacker,7,"Sir, please bring whatever medical insurance documents you have. We can manage the initial deposit. The priority right now is getting consent signatures from a close family member.",0
C206,victim,8,Okay I'm leaving right now. Which floor?,0
C206,attacker,9,Third floor ICU. Ask at reception and they'll direct you. I'm sending our address on SMS.,0
